"N" "nteeth" "ntime" "truealpha0" "truealpha1" "truealpha2" "truealpha3" "truebeta0" "truebeta1" "truebeta2" "truebeta3" "truenu" "truetau" "truerho" "prob_dropout" "variable" "value" "truth" "var"
500 28 6 2 "-1" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.41156462585034 "bbdcwbeta3relbias" -0.278496386755012 "-1" "alpha3-2"
500 28 6 2 "0" 0 -1 -3 1 1.5 0.5 0.5 0.4 0.4 0.491055972302366 "rrzcwbeta3relbias" -0.556361963839272 "0" "alpha3-1"
500 28 6 2 "-2" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.332101747903936 "bbdcwbeta3relbias" -0.208091421630646 "-2" "alpha30"
500 28 6 2 "-2" 0 -1 -3 1 1.5 0.5 0.5 0.4 0.4 0.289890710382514 "ccbeta3relbias" -0.286002868388216 "-2" "alpha3-1"
500 28 6 2 "-2" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.35892265591243 "bbdcwbeta3relbias" -0.445894437024174 "-2" "alpha3-2"
500 28 6 2 "-0.5" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.46387556330862 "ccbeta3relbias" 0.03969629311055 "-0.5" "alpha3-2"
500 28 6 2 "-1" 0 -1 -3 1 1.5 0.5 0.5 0.4 0.4 0.338214587440158 "bbdcwbeta3relbias" -0.027050504343442 "-1" "alpha3-1"
500 28 6 2 "0" 0 -1 -3 1 1.5 0.5 0.5 0.4 0.4 0.491379310344828 "cwbeta3relbias" -0.171908967688958 "0" "alpha3-1"
500 28 6 2 "-1.5" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.324506217995611 "cwbeta3relbias" -0.197570078610154 "-1.5" "alpha30"
500 28 6 2 "0" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.555632438416828 "cwbeta3relbias" -0.236652478860816 "0" "alpha3-2"
500 28 6 2 "0" 0 -1 -3 1 1.5 0.5 0.5 0.4 0.4 0.498408564814815 "ccbeta3relbias" 0.434301426017824 "0" "alpha3-1"
500 28 6 2 "-2" 0 -1 -3 1 1.5 0.5 0.5 0.4 0.4 0.300679501698754 "cwbeta3relbias" -0.495933317860796 "-2" "alpha3-1"
500 28 6 2 "0" 0 -1 -3 1 1.5 0.5 0.5 0.4 0.4 0.508134642356241 "ccbeta3relbias" -0.782003891753942 "0" "alpha3-1"
500 28 6 2 "-0.5" 0 -1 -3 1 1.5 0.5 0.5 0.4 0.4 0.399546613771607 "bbdcwbeta3relbias" -0.674080906909334 "-0.5" "alpha3-1"
500 28 6 2 "-2" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.317663043478261 "ccbeta3relbias" 0.14062021196713 "-2" "alpha30"
500 28 6 2 "-0.5" 0 -1 -3 1 1.5 0.5 0.5 0.4 0.4 0.395626242544732 "bbdcwbeta3relbias" 0.159581559568646 "-0.5" "alpha3-1"
500 28 6 2 "-2" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.32640779481301 "ccbeta3relbias" -0.887932368654444 "-2" "alpha30"
500 28 6 2 "-1" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.337679460884852 "ccbeta3relbias" -0.639138789870318 "-1" "alpha30"
500 28 6 2 "-0.5" 0 -1 -3 1 1.5 0.5 0.5 0.4 0.4 0.396452264205365 "ccbeta3relbias" 0.34350815453432 "-0.5" "alpha3-1"
500 28 6 2 "-1" 0 -1 -3 1 1.5 0.5 0.5 0.4 0.4 0.328127218514837 "rrzcwbeta3relbias" -0.16175256632926 "-1" "alpha3-1"
500 28 6 2 "0" 0 -1 -3 1 1.5 0.5 0.5 0.4 0.4 0.50239841986456 "rrzcwbeta3relbias" -0.00308507648796597 "0" "alpha3-1"
500 28 6 2 "-1.5" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.387216436010843 "ccbeta3relbias" -0.926106437518203 "-1.5" "alpha3-2"
500 28 6 2 "0" 0 -1 -3 1 1.5 0.5 0.5 0.4 0.4 0.489124212936463 "ccbeta3relbias" -0.245662868385838 "0" "alpha3-1"
500 28 6 2 "-0.5" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.472573839662447 "rrzcwbeta3relbias" -0.689726837810006 "-0.5" "alpha3-2"
500 28 6 2 "-1" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.419847328244275 "bbdcwbeta3relbias" -0.113204150554826 "-1" "alpha3-2"
500 28 6 2 "-1.5" 0 -1 -3 1 1.5 0.5 0.5 0.4 0.4 0.309396162528217 "ccbeta3relbias" -1.43860153953008 "-1.5" "alpha3-1"
500 28 6 2 "-2" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.342385057471264 "cwbeta3relbias" 0.011385233995604 "-2" "alpha3-2"
500 28 6 2 "0" 0 -1 -3 1 1.5 0.5 0.5 0.4 0.4 0.498415442235667 "cwbeta3relbias" 0.0487090997799839 "0" "alpha3-1"
500 28 6 2 "-2" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.332479362368346 "cwbeta3relbias" 0.0506864787767101 "-2" "alpha30"
500 28 6 2 "-0.5" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.474483944954128 "bbdcwbeta3relbias" -0.362561154596802 "-0.5" "alpha3-2"
500 28 6 2 "-1.5" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.317735741715261 "ccbeta3relbias" -0.776912527786742 "-1.5" "alpha30"
500 28 6 2 "-1.5" 0 -1 -3 1 1.5 0.5 0.5 0.4 0.4 0.314926419060967 "rrzcwbeta3relbias" 0.152407213156256 "-1.5" "alpha3-1"
500 28 6 2 "-2" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.355836051623883 "ccbeta3relbias" -0.313195529824006 "-2" "alpha3-2"
500 28 6 2 "-2" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.318726222347471 "ccbeta3relbias" -1.18716339832794 "-2" "alpha30"
500 28 6 2 "0" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.55618215141689 "cwbeta3relbias" 0.436266506491054 "0" "alpha3-2"
500 28 6 2 "-1.5" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.374982089124516 "rrzcwbeta3relbias" -0.471199004080606 "-1.5" "alpha3-2"
500 28 6 2 "-1" 0 -1 -3 1 1.5 0.5 0.5 0.4 0.4 0.345806639487478 "bbdcwbeta3relbias" -0.384213356548896 "-1" "alpha3-1"
500 28 6 2 "-2" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.330897105187733 "rrzcwbeta3relbias" 0.378345241855412 "-2" "alpha30"
500 28 6 2 "-1.5" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.359474353539635 "bbdcwbeta3relbias" -0.847529994189209 "-1.5" "alpha3-2"
500 28 6 2 "-1.5" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.395239452679589 "rrzcwbeta3relbias" 0.265805915113722 "-1.5" "alpha3-2"
500 28 6 2 "-1" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.42520795150148 "ccbeta3relbias" -0.829125483556754 "-1" "alpha3-2"
500 28 6 2 "-2" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.329387990762125 "bbdcwbeta3relbias" -1.21431040618558 "-2" "alpha30"
500 28 6 2 "-2" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.348341909662664 "ccbeta3relbias" 0.038854388564624 "-2" "alpha3-2"
500 28 6 2 "-1" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.328595086944521 "cwbeta3relbias" -0.06874835631635 "-1" "alpha30"
500 28 6 2 "-0.5" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.366956769867313 "cwbeta3relbias" 0.851855494280438 "-0.5" "alpha30"
500 28 6 2 "-1.5" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.314005602240896 "bbdcwbeta3relbias" -0.515087479655976 "-1.5" "alpha30"
500 28 6 2 "0" 0 -1 -3 1 1.5 0.5 0.5 0.4 0.4 0.495699223085461 "bbdcwbeta3relbias" 0.0757004984257921 "0" "alpha3-1"
500 28 6 2 "-2" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.339649727246626 "rrzcwbeta3relbias" 0.359023776685182 "-2" "alpha30"
500 28 6 2 "-0.5" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.458547008547009 "ccbeta3relbias" 0.507882766999928 "-0.5" "alpha3-2"
500 28 6 2 "-2" 0 -1 -3 1 1.5 0.5 0.5 0.4 0.4 0.286805260924905 "bbdcwbeta3relbias" -0.68484792954216 "-2" "alpha3-1"
500 28 6 2 "-1" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.413932709758481 "cwbeta3relbias" 0.367537299805954 "-1" "alpha3-2"
500 28 6 2 "-0.5" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.373165618448637 "rrzcwbeta3relbias" -0.10600107581197 "-0.5" "alpha30"
500 28 6 2 "-0.5" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.381028938906752 "cwbeta3relbias" -0.151526129360702 "-0.5" "alpha30"
500 28 6 2 "-0.5" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.367836825308728 "cwbeta3relbias" 0.772604090644138 "-0.5" "alpha30"
500 28 6 2 "-0.5" 0 -1 -3 1 1.5 0.5 0.5 0.4 0.4 0.398098804551347 "rrzcwbeta3relbias" -0.525024809866144 "-0.5" "alpha3-1"
500 28 6 2 "-2" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.339900071377587 "bbdcwbeta3relbias" 0.027928457123414 "-2" "alpha3-2"
500 28 6 2 "-1" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.337853773584906 "ccbeta3relbias" -0.161538411908018 "-1" "alpha30"
500 28 6 2 "-1" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.330576113771586 "rrzcwbeta3relbias" 0.029008163355988 "-1" "alpha30"
500 28 6 2 "-1" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.436425607587433 "ccbeta3relbias" -0.063357805492206 "-1" "alpha3-2"
500 28 6 2 "-1" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.416252759381898 "rrzcwbeta3relbias" -0.445970596366612 "-1" "alpha3-2"
500 28 6 2 "-0.5" 0 -1 -3 1 1.5 0.5 0.5 0.4 0.4 0.395758704685485 "ccbeta3relbias" 0.289299514780894 "-0.5" "alpha3-1"
500 28 6 2 "-2" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.307411566535654 "cwbeta3relbias" -0.500796567110636 "-2" "alpha30"
500 28 6 2 "-1.5" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.364528614874205 "ccbeta3relbias" -0.66315955165528 "-1.5" "alpha3-2"
500 28 6 2 "-1.5" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.369558950706255 "bbdcwbeta3relbias" -0.35336880019689 "-1.5" "alpha3-2"
500 28 6 2 "-1.5" 0 -1 -3 1 1.5 0.5 0.5 0.4 0.4 0.312248995983936 "cwbeta3relbias" -0.238950211389064 "-1.5" "alpha3-1"
500 28 6 2 "-1.5" 0 -1 -3 1 1.5 0.5 0.5 0.4 0.4 0.303431169904919 "ccbeta3relbias" -0.429526948948868 "-1.5" "alpha3-1"
500 28 6 2 "-1" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.426354401805869 "cwbeta3relbias" 0.341260726878214 "-1" "alpha3-2"
500 28 6 2 "-0.5" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.391594891594892 "rrzcwbeta3relbias" 0.254246042870594 "-0.5" "alpha30"
500 28 6 2 "-2" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.36451048951049 "rrzcwbeta3relbias" 0.2745437722415 "-2" "alpha3-2"
500 28 6 2 "-1" 0 -1 -3 1 1.5 0.5 0.5 0.4 0.4 0.335750853242321 "rrzcwbeta3relbias" 0.129938406500758 "-1" "alpha3-1"
500 28 6 2 "-1.5" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.36300125751013 "rrzcwbeta3relbias" -0.124897913103758 "-1.5" "alpha3-2"
500 28 6 2 "0" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.560455823590351 "bbdcwbeta3relbias" 0.9149441347134 "0" "alpha3-2"
500 28 6 2 "-1" 0 -1 -3 1 1.5 0.5 0.5 0.4 0.4 0.334274819940686 "ccbeta3relbias" -0.432138781263678 "-1" "alpha3-1"
500 28 6 2 "0" 0 -1 -3 1 1.5 0.5 0.5 0.4 0.4 0.498107714701601 "ccbeta3relbias" 0.108639907498692 "0" "alpha3-1"
500 28 6 2 "-0.5" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.496053953221409 "cwbeta3relbias" -0.083942719871514 "-0.5" "alpha3-2"
500 28 6 2 "-2" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.351471643933955 "rrzcwbeta3relbias" -0.442059466319122 "-2" "alpha3-2"
500 28 6 2 "-1" 0 -1 -3 1 1.5 0.5 0.5 0.4 0.4 0.342484941868609 "cwbeta3relbias" 0.184156649368074 "-1" "alpha3-1"
500 28 6 2 "-1" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.415801291046871 "ccbeta3relbias" 0.649177227616126 "-1" "alpha3-2"
500 28 6 2 "-0.5" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.468525438344352 "cwbeta3relbias" 0.25945580745333 "-0.5" "alpha3-2"
500 28 6 2 "-1" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.424741972477064 "cwbeta3relbias" -0.443703294013656 "-1" "alpha3-2"
500 28 6 2 "-2" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.3558448991272 "rrzcwbeta3relbias" -0.459131818790742 "-2" "alpha3-2"
500 28 6 2 "0" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.463662993443995 "rrzcwbeta3relbias" -0.357626407462018 "0" "alpha30"
500 28 6 2 "-0.5" 0 -1 -3 1 1.5 0.5 0.5 0.4 0.4 0.396561944279787 "rrzcwbeta3relbias" 0.694627331699942 "-0.5" "alpha3-1"
500 28 6 2 "-1" 0 -1 -3 1 1.5 0.5 0.5 0.4 0.4 0.350121968718611 "rrzcwbeta3relbias" 0.369496776593626 "-1" "alpha3-1"
500 28 6 2 "-2" 0 -1 -3 1 1.5 0.5 0.5 0.4 0.4 0.292676056338028 "ccbeta3relbias" -0.171794009673216 "-2" "alpha3-1"
500 28 6 2 "-0.5" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.379242360230953 "cwbeta3relbias" 0.746536927441406 "-0.5" "alpha30"
500 28 6 2 "-1.5" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.31991341991342 "cwbeta3relbias" -0.15730356901094 "-1.5" "alpha30"
500 28 6 2 "-2" 0 -1 -3 1 1.5 0.5 0.5 0.4 0.4 0.299655073296924 "cwbeta3relbias" -0.28949280539411 "-2" "alpha3-1"
500 28 6 2 "-2" 0 -1 -3 1 1.5 0.5 0.5 0.4 0.4 0.30150471101111 "rrzcwbeta3relbias" -1.19466577974075 "-2" "alpha3-1"
500 28 6 2 "-0.5" 0 -1 -3 1 1.5 0.5 0.5 0.4 0.4 0.39946418499718 "ccbeta3relbias" -0.989094975662255 "-0.5" "alpha3-1"
500 28 6 2 "-0.5" 0 -1 -3 1 1.5 0.5 0.5 0.4 0.4 0.410304517246356 "ccbeta3relbias" 0.146565506926212 "-0.5" "alpha3-1"
500 28 6 2 "-1.5" 0 -1 -3 1 1.5 0.5 0.5 0.4 0.4 0.302472604664232 "bbdcwbeta3relbias" -0.090853011790774 "-1.5" "alpha3-1"
500 28 6 2 "-1" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.426489498499786 "bbdcwbeta3relbias" 0.440207015638648 "-1" "alpha3-2"
500 28 6 2 "0" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.559591216682779 "rrzcwbeta3relbias" 0.51482154146644 "0" "alpha3-2"
500 28 6 2 "-2" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.328149748020158 "cwbeta3relbias" 0.136472068675718 "-2" "alpha30"
500 28 6 2 "-2" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.322712533483716 "ccbeta3relbias" -0.22836898932558 "-2" "alpha30"
500 28 6 2 "-0.5" 0 -1 -3 1 1.5 0.5 0.5 0.4 0.4 0.394845507617827 "rrzcwbeta3relbias" -0.455470326502586 "-0.5" "alpha3-1"
500 28 6 2 "-1.5" 0 -1 -3 1 1.5 0.5 0.5 0.4 0.4 0.308842194330842 "rrzcwbeta3relbias" -0.924724915849839 "-1.5" "alpha3-1"
500 28 6 2 "-1" 0 -1 -3 1 1.5 0.5 0.5 0.4 0.4 0.334081976417743 "cwbeta3relbias" 0.339645280553206 "-1" "alpha3-1"
500 28 6 2 "-1.5" 0 -1 -3 1 1.5 0.5 0.5 0.4 0.4 0.312987012987013 "cwbeta3relbias" 0.27000523144418 "-1.5" "alpha3-1"
500 28 6 2 "-2" 0 -1 -3 1 1.5 0.5 0.5 0.4 0.4 0.296945701357466 "cwbeta3relbias" -0.27111666188518 "-2" "alpha3-1"
500 28 6 2 "0" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.537946428571429 "cwbeta3relbias" 0.197120815288112 "0" "alpha3-2"
500 28 6 2 "-1" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.417376244768365 "rrzcwbeta3relbias" -0.39463969401533 "-1" "alpha3-2"
500 28 6 2 "-1" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.442599277978339 "bbdcwbeta3relbias" -0.840693473610162 "-1" "alpha3-2"
500 28 6 2 "-1" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.331070785427345 "bbdcwbeta3relbias" 0.316570148357396 "-1" "alpha30"
500 28 6 2 "0" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.545259238040676 "ccbeta3relbias" 0.210132696036372 "0" "alpha3-2"
500 28 6 2 "-2" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.366627839254514 "rrzcwbeta3relbias" 0.594397643260108 "-2" "alpha3-2"
500 28 6 2 "-1.5" 0 -1 -3 1 1.5 0.5 0.5 0.4 0.4 0.311041548093341 "cwbeta3relbias" 0.512894777253646 "-1.5" "alpha3-1"
500 28 6 2 "-1.5" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.328127218514837 "ccbeta3relbias" -0.386881709799464 "-1.5" "alpha30"
500 28 6 2 "-2" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.318960593946316 "ccbeta3relbias" -0.394997981704892 "-2" "alpha30"
500 28 6 2 "-1" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.431389614157238 "cwbeta3relbias" -0.370809331311254 "-1" "alpha3-2"
500 28 6 2 "-1.5" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.37867386057078 "cwbeta3relbias" -0.863613871846514 "-1.5" "alpha3-2"
500 28 6 2 "-2" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.330804466075007 "ccbeta3relbias" -0.135839293804752 "-2" "alpha30"
500 28 6 2 "-1" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.331588893734554 "bbdcwbeta3relbias" 0.20089365577593 "-1" "alpha30"
500 28 6 2 "0" 0 -1 -3 1 1.5 0.5 0.5 0.4 0.4 0.488675958188153 "bbdcwbeta3relbias" -0.33452892846966 "0" "alpha3-1"
500 28 6 2 "-1.5" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.320591161006111 "ccbeta3relbias" -0.031452004671042 "-1.5" "alpha30"
500 28 6 2 "-2" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.358335732795854 "ccbeta3relbias" -0.53634822300421 "-2" "alpha3-2"
500 28 6 2 "-1.5" 0 -1 -3 1 1.5 0.5 0.5 0.4 0.4 0.31955109273479 "cwbeta3relbias" 0.550050845971306 "-1.5" "alpha3-1"
500 28 6 2 "-1.5" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.38490150158424 "cwbeta3relbias" 0.563704274000696 "-1.5" "alpha3-2"
500 28 6 2 "-1.5" 0 -1 -3 1 1.5 0.5 0.5 0.4 0.4 0.306354226566993 "ccbeta3relbias" -0.361890873732538 "-1.5" "alpha3-1"
500 28 6 2 "-2" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.32531307161953 "ccbeta3relbias" -0.309126918965978 "-2" "alpha30"
500 28 6 2 "-2" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.360972834589674 "bbdcwbeta3relbias" 0.116271309965972 "-2" "alpha3-2"
500 28 6 2 "-1.5" 0 -1 -3 1 1.5 0.5 0.5 0.4 0.4 0.314732142857143 "bbdcwbeta3relbias" -0.448035346209358 "-1.5" "alpha3-1"
500 28 6 2 "-2" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.323306195667173 "ccbeta3relbias" -1.38712679180898 "-2" "alpha30"
500 28 6 2 "-0.5" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.381609195402299 "cwbeta3relbias" 0.233784160154974 "-0.5" "alpha30"
500 28 6 2 "-1" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.31415420023015 "rrzcwbeta3relbias" 0.664543689317776 "-1" "alpha30"
500 28 6 2 "-1.5" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.386612221087939 "cwbeta3relbias" 0.182309091209198 "-1.5" "alpha3-2"
500 28 6 2 "-0.5" 0 -1 -3 1 1.5 0.5 0.5 0.4 0.4 0.403900911161731 "cwbeta3relbias" -0.58727659073784 "-0.5" "alpha3-1"
500 28 6 2 "-1.5" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.319960306209243 "ccbeta3relbias" -0.150377289909278 "-1.5" "alpha30"
500 28 6 2 "-0.5" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.390146660971095 "bbdcwbeta3relbias" 0.196420897584172 "-0.5" "alpha30"
500 28 6 2 "-1" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.423676920833941 "bbdcwbeta3relbias" -0.682913218603848 "-1" "alpha3-2"
500 28 6 2 "-0.5" 0 -1 -3 1 1.5 0.5 0.5 0.4 0.4 0.397670303745208 "bbdcwbeta3relbias" -0.104428222357828 "-0.5" "alpha3-1"
500 28 6 2 "-1.5" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.30628948879954 "cwbeta3relbias" -0.00806325483812798 "-1.5" "alpha30"
500 28 6 2 "-0.5" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.446675396478976 "ccbeta3relbias" -0.414002742560338 "-0.5" "alpha3-2"
500 28 6 2 "-1" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.332414793328499 "ccbeta3relbias" 0.27531133600285 "-1" "alpha30"
500 28 6 2 "-1" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.429736953157969 "ccbeta3relbias" -0.299608817038472 "-1" "alpha3-2"
500 28 6 2 "-2" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.337056128293242 "ccbeta3relbias" -0.00582717934103205 "-2" "alpha30"
500 28 6 2 "0" 0 -1 -3 1 1.5 0.5 0.5 0.4 0.4 0.498203923735839 "rrzcwbeta3relbias" -0.213828738311836 "0" "alpha3-1"
500 28 6 2 "-1" 0 -1 -3 1 1.5 0.5 0.5 0.4 0.4 0.341558832380379 "cwbeta3relbias" 0.342422087159702 "-1" "alpha3-1"
500 28 6 2 "-2" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.313558155540262 "cwbeta3relbias" -0.541346950309586 "-2" "alpha30"
500 28 6 2 "-0.5" 0 -1 -3 1 1.5 0.5 0.5 0.4 0.4 0.422668412629128 "rrzcwbeta3relbias" 0.0540358767782481 "-0.5" "alpha3-1"
500 28 6 2 "0" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.565506508205999 "ccbeta3relbias" 0.266383655178688 "0" "alpha3-2"
500 28 6 2 "-1" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.426136363636364 "rrzcwbeta3relbias" 0.28790379426216 "-1" "alpha3-2"
500 28 6 2 "-0.5" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.463340563991323 "rrzcwbeta3relbias" -0.093601697444472 "-0.5" "alpha3-2"
500 28 6 2 "-0.5" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.482942580373438 "rrzcwbeta3relbias" -0.632406039923334 "-0.5" "alpha3-2"
500 28 6 2 "-0.5" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.379651162790698 "cwbeta3relbias" -0.24871835033941 "-0.5" "alpha30"
500 28 6 2 "0" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.556618592031986 "ccbeta3relbias" 0.226744365881924 "0" "alpha3-2"
500 28 6 2 "-2" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.327300359215253 "cwbeta3relbias" -0.332497257648754 "-2" "alpha30"
500 28 6 2 "-0.5" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.382123063805599 "rrzcwbeta3relbias" 0.258928420859492 "-0.5" "alpha30"
500 28 6 2 "-1" 0 -1 -3 1 1.5 0.5 0.5 0.4 0.4 0.338094557920297 "ccbeta3relbias" 0.534684051357226 "-1" "alpha3-1"
500 28 6 2 "-1" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.422067791802581 "ccbeta3relbias" -0.610408451463518 "-1" "alpha3-2"
500 28 6 2 "-0.5" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.371102771362587 "ccbeta3relbias" -0.654198225309884 "-0.5" "alpha30"
500 28 6 2 "-0.5" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.389794770874332 "cwbeta3relbias" -1.06326365941116 "-0.5" "alpha30"
500 28 6 2 "-0.5" 0 -1 -3 1 1.5 0.5 0.5 0.4 0.4 0.404499151103565 "ccbeta3relbias" 0.0183613566984859 "-0.5" "alpha3-1"
500 28 6 2 "-1" 0 -1 -3 1 1.5 0.5 0.5 0.4 0.4 0.339442921056429 "rrzcwbeta3relbias" -0.809313097364382 "-1" "alpha3-1"
500 28 6 2 "-2" 0 -1 -3 1 1.5 0.5 0.5 0.4 0.4 0.310125668062978 "rrzcwbeta3relbias" 0.0416106393715101 "-2" "alpha3-1"
500 28 6 2 "0" 0 0 -3 1 1.5 0.5 0.5 0.4 0.4 0.457309276885921 "ccbeta3relbias" -0.655757974738938 "0" "alpha30"
500 28 6 2 "-1" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.420603301081389 "rrzcwbeta3relbias" 0.20593134782139 "-1" "alpha3-2"
500 28 6 2 "-1" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.427069834413247 "ccbeta3relbias" -0.310765800033394 "-1" "alpha3-2"
500 28 6 2 "-1.5" 0 -1 -3 1 1.5 0.5 0.5 0.4 0.4 0.295577746077033 "rrzcwbeta3relbias" -0.854635977847691 "-1.5" "alpha3-1"
500 28 6 2 "-0.5" 0 -2 -3 1 1.5 0.5 0.5 0.4 0.4 0.470183486238532 "rrzcwbeta3relbias" 0.912328155912396 "-0.5" "alpha3-2"
